context,size,dataset,base_horizon_days,theta_weeks,sub_days,lock_days,master_days_used,solver,success,returncode,runtime_sec,out_json,out_assignments,stdout_path,stderr_path,timestamp,num_iterations,num_time_limit,num_optimal,time_limit_rate,objective_first,objective_mean,objective_best,mean_iter_runtime,mip_solver,mip_time_limit
ka,40,ka_40,,16,112,7,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ka_40_sub112_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ka_40_sub112_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ka,40,ka_40,,16,112,7,112,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ka_40_sub112_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ka_40_sub112_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ka,40,ka_40,,16,112,14,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ka_40_sub112_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ka_40_sub112_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ka,40,ka_40,,16,112,14,112,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ka_40_sub112_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ka_40_sub112_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ka_40_sub112_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,1,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,1,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,7,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,7,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,14,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,2,14,14,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub14_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub14_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub14_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,1,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,1,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,7,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,7,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,14,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,4,28,14,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub28_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub28_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub28_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,1,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,1,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,7,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,7,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,14,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,8,56,14,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub56_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub56_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub56_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,1,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,1,112,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,7,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,7,112,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,14,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,6,ni_6,,16,112,14,112,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_6_sub112_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_6_sub112_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_6_sub112_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,1,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,1,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,7,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,7,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,14,14,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,2,14,14,14,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub14_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub14_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub14_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,1,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,1,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,7,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,7,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,14,28,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,4,28,14,28,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub28_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub28_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub28_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,1,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,1,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock1_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock1_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock1_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock1_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,7,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock7_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock7_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock7_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock7_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,7,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock7_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock7_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock7_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock7_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,14,56,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock14_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock14_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock14_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock14_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,8,56,14,56,sa,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock14_sa_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub56_lock14_sa_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub56_lock14_sa_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub56_lock14_sa_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
ni,18,ni_18,,16,112,1,112,mip,True,0,0.0,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub112_lock1_mip_20260301_200539.json,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/ni_18_sub112_lock1_mip_20260301_200539_assignments.csv,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stdout/ni_18_sub112_lock1_mip_20260301_200539.out.txt,/home/rjaffray/projects/jaffray-masc-fhops-model/data/output/stderr/ni_18_sub112_lock1_mip_20260301_200539.err.txt,2026-03-01 20:05:39,,,,,,,,,,
